Title,Price(Ty),Area(m2),Bedroom,Toilet,Location,Price_per_m2(trieu)
Bán đất Đường Đặng Văn Chung - Nam Hoà Xuân - Quận Ngũ Hành Sơn,3.33,100,,,"Ngũ Hành Sơn, Đà Nẵng",33.3
"Bán đất, lô góc đường Hồ Học Lãm, đường thông biển, giá sập nặng",6.83,134,,,"Sơn Trà, Đà Nẵng",51.0
Căn góc 3PN - View trực diện sông Hàn - Tầng trung siêu đẹp,8.17,"99,6",3.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",82.07
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán đất bố trí tái định cư số 179 đường Chính Hữu thuộc Khu dân cư An Cư 2, phường An Hải Bắc",8.9,"77,5",,,"Sơn Trà, Đà Nẵng",114.84
"Góc 2 mặt tiền Mỹ Đa Đông 12 cạnh phố Tây An Thượng. Xây nhà hàng, tòa căn hộ, Building khách sạn",27.72,252,,,"Ngũ Hành Sơn, Đà Nẵng",110.0
"5 suất ngoại giao cuối cùng tại FPT view sông và sân golf, sổ hồng chính chủ giảm 40% thị trường",0.0,108,,,"Ngũ Hành Sơn, Đà Nẵng",
"Định cư nước ngoài, cắt lỗ 30% lô đất view công viên trung tâm tại Đà Nẵng, 800m đến bãi tắm biển",2.25,100,,,"Liên Chiểu, Đà Nẵng",22.5
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Lô góc DT 276m2 đường Nguyễn Hữu An, cách KS golden Bay 50m khu vực sầm uất khách nước ngoài",13.8,276,,,"Sơn Trà, Đà Nẵng",50.0
Lô đất DT 300m2 đường Trần Sâm sát khách sạn Golden Bay cách biển chỉ 100m,11.9,300,,,"Sơn Trà, Đà Nẵng",39.67
"Bán lô góc 2MT đường Mạc Cửu Khu Nam Việt Á, thông ra sông phù hợp để xây dựng căn hộ cho thuê",7.1,"125,7",,,"Ngũ Hành Sơn, Đà Nẵng",56.48
Còn duy nhất 1 lô ngay Yên Thế - Bắc Sơn - Hoà An 22 - giá tốt nhất thị trường,2.75,100,,,"Cẩm Lệ, Đà Nẵng",27.5
Chủ bán nhanh 1000m2 đất cây lâu năm đã có nhà xây và vườn cây ăn quả trồng 4 năm,1.4,1.000,,,"Hòa Vang, Đà Nẵng",1.4
Bán lô đất diện tích 4220m đất CLN. 2tỷxx xây dựng hàng rào cổng ngõ và điện nước đầy đủ,2.3,4.242,,,"Hòa Vang, Đà Nẵng",0.5422
Cần bán 4ha đất cây lâu năm đất bằng phẳng có sẵn nhà ranh giới rõ ràng sổ đỏ công chứng,0.0,40.000,,,"Hòa Vang, Đà Nẵng",
"Cần bán nhà mặt đường 2 - 9, DT 65,4m2 phường Hoà Cường Nam Quận Hải Châu, ĐN, giá 5tỷ7",5.7,"65,4",3.0,3.0,"Hải Châu, Đà Nẵng",87.16
"ĐẤT Hòa Xuân gần đường Võ Chí Công, Nguyễn Phước Lan!!",3.65,100,,,"Cẩm Lệ, Đà Nẵng",36.5
Bán biệt phủ 650m2 ngay biển Đà Nẵng,140.0,648,19.0,20.0,"Sơn Trà, Đà Nẵng",216.05
Bán gấp. Lô đất mặt tiền Ngô Quyền sát góc Cao Lỗ,0.0,125,,,"Sơn Trà, Đà Nẵng",
"Góc 2MT sát biển Lâm Hoành, Mỹ Khê 4 giá tốt để đầu tư",0.0,253,,,"Sơn Trà, Đà Nẵng",
"Chính chủ bán BT đường Thanh Sơn 7,5m, 3tầng 5PN, DT 306m2 ngang 11m, có gara ô tô",37.0,306,5.0,4.0,"Hải Châu, Đà Nẵng",120.92
Shophouse chân đế tổ hợp 10 tòa chung cư xã hội lớn nhất Đà Nẵng,3.5,77,2.0,2.0,"Liên Chiểu, Đà Nẵng",45.46
"Duy nhất suất ngoại giao cuối cùng căn hộ 2 phòng ngủ view trực diện biển, giá rẻ hơn chủ đầu tư",1.54,"59,6",2.0,2.0,"Liên Chiểu, Đà Nẵng",25.84
"Căn hộ Seaview Tower sở hữu view biển vĩnh cửu, trả trước 430 triệu nhận nhà",1.09,60,2.0,1.0,"Liên Chiểu, Đà Nẵng",18.17
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Cần bán lô 2000m2 có 300m đất ở ngay đường vành đai xã Hòa Phú làm biệt thự vườn, nhà kho rất tiện",4.5,2.000,,,"Hòa Vang, Đà Nẵng",2.25
"Cần bán 23.000m cây lâu năm sát suối làm nhà vườn, trang trại vị trí rất đẹp tại xã Hoà Ninh giá rẻ",3.0,23.000,,,"Hòa Vang, Đà Nẵng",0.13043000000000002
"Bán nhà mặt tiền đường Nguyễn Văn Linh, Đà Nẵng",24.5,106,4.0,4.0,"Hải Châu, Đà Nẵng",231.13
"Bán đất FPT mặt tiền Nam Kỳ Khởi Nghĩa. Nhiều lựa chọn, báo giá tốt nhất",10.8,240,,,"Ngũ Hành Sơn, Đà Nẵng",45.0
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
BĐS dòng tiền đỉnh 600tr/tháng-Vị trí Giáp biển-KD du lịch 24h không nghỉ-đường 10m5 Chính Hữu,60.0,"271,7",,,"Sơn Trà, Đà Nẵng",220.83
"Cần tiền bán gấp lô đất Hoà Liên 4 - 140m2 giá chỉ 1,6xx tỷ. Giá rẻ nhất khu lô sạch không ống trụ",1.67,140,,,"Hòa Vang, Đà Nẵng",11.93
Chính chủ gửi bán lô đất thuộc dự án Lakeside - Homeland - Bàu Tràm,2.32,113,,,"Liên Chiểu, Đà Nẵng",20.53
Nhà 2 mê 2 tầng mới 100% kiệt ô tô đường Tô Hiệu - Hòa Minh - Liên Chiểu - Đà Nẵng,3.29,64,3.0,2.0,"Liên Chiểu, Đà Nẵng",51.41
Bán lô góc 122m2 điện âm trái B2.21 Đông Nam và Tây Nam Bờ Quan 3 và Bờ Quan 10,6.7,122,,,"Ngũ Hành Sơn, Đà Nẵng",54.92
"Bán nhà kiệt 243 Tôn Đức Thắng sau bến xe trung tâm Đà Nẵng, DT 66m2 gát đúc thuộc phường Hoà An",2.68,66,2.0,1.0,"Cẩm Lệ, Đà Nẵng",40.61
"Bán lô góc đường Nguyễn Bính - Phước Lý 14, Hoà Minh, đường 7 m5 DT 146 m2",5.56,"146,6",,,"Liên Chiểu, Đà Nẵng",37.9
"Bán đất chính chủ, khu đô thị Phước Lý đường Nguyễn Bính",3.1,110,,,"Cẩm Lệ, Đà Nẵng",28.18
"Bán đất kiệt 57 Mẹ Suốt, Hoà Khánh Nam DT 65m2 ngang 4m đường bê tông 4m hướng Bắc",1.75,65,,,"Liên Chiểu, Đà Nẵng",26.92
Bán đất đẹp đường Bắc Sơn gần chợ Hoà An. Thích hợp cho tất cả khách hàng có nhu cầu mua ở hoặc,6.2,125,,,"Cẩm Lệ, Đà Nẵng",49.6
"Bán nhà căn góc Lý Tế Xuyên, Khuê Trung, Cẩm Lệ. DT 84m2. Hướng Đông Nam",6.25,84,4.0,4.0,"Cẩm Lệ, Đà Nẵng",74.4
"Chủ cần bán gấp nhà mặt tiền đường Dương Khuê, Quận Ngũ Hành Sơn",10.8,101,3.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",106.93
"Bán đất tặng trọ DT 72m2 giá 2 tỷ 050 triệu, đường 5m kiệt Nguyễn Đình Tứ thông Hoàng Minh Thảo",2.05,72,1.0,1.0,"Liên Chiểu, Đà Nẵng",28.47
Siêu phẩm lô góc ngã 4 đường Đông Kinh Nghĩa Thục - DT 460m2 sát biển Võ Nguyên Giáp - giá đầu tư,46.0,460,,,"Sơn Trà, Đà Nẵng",100.0
Lô góc biệt thự nhà vườn Hòa Ninh giá sụp hầm,4.5,528,,,"Hòa Vang, Đà Nẵng",8.52
Bán cặp Đoàn Khuê Nam Việt Á giai đoạn 1 sẵn toà căn hộ,12.0,190,6.0,6.0,"Ngũ Hành Sơn, Đà Nẵng",63.16
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Vị trí: Nhà mặt tiền, 3 tầng, nhà kiên cố, sạch, có thể vào ở ngay. DT: 55m2, ngang 4m, nở hậu",6.95,55,3.0,3.0,"Sơn Trà, Đà Nẵng",126.36
Mặt tiền 80m2 Hoài Thanh sát biển Mỹ Khê Đà Nẵng giá chỉ 6 tỷ 4,6.4,80,1.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",80.0
"Bán toà khách sạn căn hộ xây dựng 12 tầng, hướng Đông ngay biển Mỹ Khê, mặt tiền đường có lề 20,5m",69.0,162,25.0,25.0,"Sơn Trà, Đà Nẵng",425.93
Mặt phố Đà Nẵng. Chủ hạ thêm 1 tỷ cần bán nhà đường Nguyễn Văn Linh khu kinh doanh vip,24.5,105,4.0,4.0,"Hải Châu, Đà Nẵng",233.33
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Lô góc 2MT biệt thự Hồ Nguyên Trừng với DTSD 880 m2,18.5,220,6.0,6.0,"Hải Châu, Đà Nẵng",84.09
Nhà gác lửng đúc 2MK ô tô đường Tôn Đản - Hòa Phát - Cẩm Lệ Đà Nẵng,2.85,60,3.0,2.0,"Cẩm Lệ, Đà Nẵng",47.5
"CHDV khá đẹp và gần biển Mỹ Khê, mặt tiền Trần Khánh Dư, khu phố An Thượng, 110m2 ngang 6,5m",17.3,110,12.0,12.0,"Ngũ Hành Sơn, Đà Nẵng",157.27
Đất biệt thự An Trung Đông 7 gần biển Mỹ Khê mà rất nhiều nhà đầu tư Hà Nội săn tìm 98m2 ngang 6m,5.8,98,,,"Sơn Trà, Đà Nẵng",59.18
Shophouse Monarchy khá đẹp - 535 Trần Hưng Đạo - 130m2 ngang 10m - 2tầng 2PN 2WC - cho thuê 30tr/th,8.1,130,2.0,2.0,"Sơn Trà, Đà Nẵng",62.31
Nhà cao cửa siêu rộng - có sẵn dòng tiền 100 tr/th - kiệt ô tô 1/Lương Ngọc Quyến - 191m2 ngang 8m,12.0,191,3.0,3.0,"Hải Châu, Đà Nẵng",62.83
"Bán nhà mặt tiền lô góc Trần Huy Liệu - vị trí vàng, trung tâm Cẩm Lệ! 68m2 chỉ 5.65 tỷ",5.65,68,4.0,2.0,"Cẩm Lệ, Đà Nẵng",83.09
1 cơ hội tuyệt vời để sở hữu căn biệt thự của giới nhà giàu trong khu đảo xanh ĐN - 850m2 ngang 34m,138.0,850,4.0,4.0,"Hải Châu, Đà Nẵng",162.35
"Sở hữu ngay nhà mặt phố Lê Thanh Nghị khá đẹp, Tp. Đà Nẵng - 71m2 ngang 5m - 4 tầng, 4 PN, 4 WC",11.99,71,4.0,4.0,"Hải Châu, Đà Nẵng",168.87
Giá khá rẻ! Chỉ 5 tỷ sở hữu ngay nhà đẹp mặt tiền Tố Hữu - 90m2 ngang 5m x 18m - 2 tầng 2PN 2WC,5.0,90,2.0,2.0,"Cẩm Lệ, Đà Nẵng",55.56
"Giá khá rẻ! Chỉ 6,5 tỷ sở hữu ngay nhà đẹp như khách sạn - 120m2 ngang khủng 7m - 4 tầng 6 PN 6 WC",6.5,120,6.0,6.0,"Liên Chiểu, Đà Nẵng",54.17
"Chỉ 7,5 tỷ sở hữu ngay tòa căn hộ dịch vụ - 150m2 ngang 10m - 3 tầng 14 căn - thu nhập 20 triệu/th",7.5,150,14.0,14.0,"Liên Chiểu, Đà Nẵng",50.0
"Nhà mặt phố An Thượng 6 khá đẹp và gần biển Mỹ Khê, TP. Đà Nẵng - 67m2 ngang 4,5m - 4T 3 pn 3 wc",11.5,67,3.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",171.64
"Khách sạn biển 3* lô góc khá đẹp, ở MT Võ Nguyên Giáp, Đà Nẵng - 500m ngang 12m - 12 tầng 100 phòng",200.0,500,100.0,100.0,"Ngũ Hành Sơn, Đà Nẵng",400.0
Lô góc ngã tư: Trục thông biển. Diện tích 460m2 ngang 22m. Sát Võ Nguyên Giáp. Giá chỉ 100 triệu/m2,46.0,460,,,"Sơn Trà, Đà Nẵng",100.0
Kẹt tiền - Thiện chí bán nhanh 2 lô đất đẹp tâm huyết ven sông KĐT Hòa Xuân,3.9,100,,,"Cẩm Lệ, Đà Nẵng",39.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Biệt thự Khu compound đẳng cấp gần Thăng Long, 3 tầng Đảo Nổi - Cẩm Lệ. Giá đầu tư. 600m2 view sông",28.0,370,8.0,5.0,"Cẩm Lệ, Đà Nẵng",75.68
"Chính chủ cần bán lô đất đường Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn",8.7,90,,,"Ngũ Hành Sơn, Đà Nẵng",96.67
"Bán nhanh nhà mặt tiền đường Nguyễn Văn Linh, Đà Nẵng",24.5,106,,,"Thanh Khê, Đà Nẵng",231.13
"Chính chủ cần bán nhà 2tầng. Kiệt 5m Lưu Quang Thuận, Ngũ Hành Sơn",5.15,82,4.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",62.8
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Chính chủ cần tiền gửi bán cắt lỗ căn 2PN tầng 25 - đảm bảo giá tốt nhất khu vực Đà Nẵng,4.6,74,2.0,2.0,"Sơn Trà, Đà Nẵng",62.16
"Mua ngay - Căn hộ 2PN, tầng 27 căn hộ Hiyori trung tâm TP Đà Nẵng - view cầu Rồng - Sở hữu lâu dài",4.6,63,2.0,2.0,"Sơn Trà, Đà Nẵng",73.02
"Cắt lỗ 1 căn hộ 2PN, tầng 12 căn hộ Hiyori trung tâm TP Đà Nẵng - View cầu Rồng - Sở hữu lâu dài",3.85,63,2.0,2.0,"Sơn Trà, Đà Nẵng",61.11
Hot! 1 suất ngoại giao CĐT căn hộ tầng 26 view trực diện biển Mỹ Khê. Bàn giao full nội thất,0.0,"82,6",2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
"Chính chủ cần bán căn hộ 1PN + 1, diện tích 62m2, full nội thất và giá tốt nhất biển Mỹ Khê Đà Nẵng",3.5,62,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",56.45
Bán 1 toà 48 căn hộ gần khu phố Tây An Thượng - Biển Mỹ Khê - Cầu Rồng - Sông Hàn - Giá rẻ bất ngờ,0.0,"82,5",,,"Ngũ Hành Sơn, Đà Nẵng",
Hiếm ! 1 căn 5PN - Penthouse view trực diện biển Mỹ Khê tầng 28 full nội thất 5*. Sở hữu vĩnh viễn,12.24,180,5.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",68.0
"Sụp hầm. Bán nhà đường Lê Thanh Nghị, lề 15m, chỉ 12 tỷ xxx và mt siêu hot",12.12,117,3.0,3.0,"Hải Châu, Đà Nẵng",103.59
"Bán nhà mặt đường Nguyễn Tất Thành, Thanh Bình, KD đỉnh, ở sướng, view biển",0.0,125,,,"Hải Châu, Đà Nẵng",
"Bán lô đôi xây khách sạn, nhà nghỉ cạnh Nguyễn Sinh Sắc, gần biển",9.78,190,,,"Liên Chiểu, Đà Nẵng",51.47
"Bán đất 168m2 (7x24m) Thanh Vinh 12, phù hợp xây trọ, căn hộ, làm kho xưởng",2.15,168,,,"Liên Chiểu, Đà Nẵng",12.8
"Bán đất đẹp kiệt ô tô K829 Nguyễn Lương Bằng, Liên Chiểu",1.55,"55,1",,,"Liên Chiểu, Đà Nẵng",28.13
"Hàng hiếm! Duy nhất 1 căn Altara 1PN view thành phố, MT đường Võ Nguyên Giáp, tặng nội thất Luxury",0.0,58,1.0,1.0,"Sơn Trà, Đà Nẵng",
Hạ giá bán nhanh lô biệt thự vip Euro Village 2 chỉ 55 triệu/m2,16.5,300,,,"Cẩm Lệ, Đà Nẵng",55.0
"Bán lô góc rộng 186m2 tuyệt đẹp gần Nguyễn Sinh Sắc, khu dân cư vip",8.8,186,,,"Liên Chiểu, Đà Nẵng",47.31
"Bán nhà ""đẹp tiện nghi"", có hồ bơi điện khoáng | Hòa Minh, Liên Chiểu",12.7,180,4.0,5.0,"Liên Chiểu, Đà Nẵng",70.56
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Rẻ nhất thị trường: 3 lô liền kề siêu vip trục Minh Mạng 32m là cửa ngõ của Sơn Thủy LH0905 393 ***,30.0,375,,,"Ngũ Hành Sơn, Đà Nẵng",80.0
"Nhà kiệt Hải Phòng gần BV, trường học, siêu thị..
Nhà xây mới 100% nhà hướng Đông ngang 5.2m",4.5,58,4.0,4.0,"Thanh Khê, Đà Nẵng",77.59
"Chính chủ cần bán lô đất mặt tiền Nguyễn Khoa Chiêm DT 100m2, giá 3,15 tỷ TL",3.15,100,,,"Cẩm Lệ, Đà Nẵng",31.5
Nhà trung tâm biển Mỹ Khê Đà Nẵng giá siêu đầu tư. Không có căn nào rẻ hơn,14.5,111,5.0,5.0,"Sơn Trà, Đà Nẵng",130.63
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán nhà 2 tầng kiệt Ông Ích Khiêm gần chợ Cồn, Go Big C Đà Nẵng, mặt tiền 6m, nở hậu",3.7,95,3.0,3.0,"Thanh Khê, Đà Nẵng",38.95
"55tr/m2 chung cư cao cấp Q.Hải Châu, diện tích lớn 112m2",6.16,112,3.0,3.0,"Hải Châu, Đà Nẵng",55.0
CC cần bán nhà mặt tiền đường 10m5 Lương định Của giá chỉ 6tỷ5,6.5,100,4.0,3.0,"Cẩm Lệ, Đà Nẵng",65.0
"Bán căn 1PN Alphanam đường biển Võ Nguyên Giáp, full nội thất, cho thuê 40 - 50 tr/th, giá 3 tỷ xx",0.0,58,1.0,1.0,"Sơn Trà, Đà Nẵng",
"Bán nhà kiệt 3m đường Lê Hồng Phong, Phường Phước Ninh, quận Hải Châu, TP. Đà Nẵng",8.55,162,3.0,2.0,"Hải Châu, Đà Nẵng",52.78
"Cần bán gấp biệt thự biển Đà Nẵng - Ocean Villas 2PN. Sổ hồng lâu dài, view biển, full nội thất",0.0,623,2.0,,"Ngũ Hành Sơn, Đà Nẵng",
"Bán căn hộ hàng hiệu view biển Nobu Danang ngay trung tâm Đà Nẵng, LH:0937 688 ***",5.8,43,1.0,1.0,"Sơn Trà, Đà Nẵng",134.88
CC cần bán lô đường 10.5m lề 5m Block B2.6 Thanh Hóa Hoà Xuân - Cẩm Lệ. Hướng ĐB,3.85,100,,,"Cẩm Lệ, Đà Nẵng",38.5
Tổng hợp nhà đất An Thượng - Các tuyến đường phố kinh doanh sầm uất - Gần ngay biển,13.5,90,5.0,5.0,"Ngũ Hành Sơn, Đà Nẵng",150.0
"Con chính chủ đăng bán 100m2 tại Trần Hưng Đạo, gần dự án Monachy. Giá 18,5 tỷ. Liên hệ0767 713 ***",18.5,100,,,"Sơn Trà, Đà Nẵng",185.0
"Đất FPT 126m2 (7.4x17), hướng Đông, trục thông, vị trí đẹp giá 3.75 tỷ",3.75,126,,,"Ngũ Hành Sơn, Đà Nẵng",29.76
Bán nhà 2 tầng mặt tiền Nguyễn Công Trứ,5.25,50,2.0,2.0,"Sơn Trà, Đà Nẵng",105.0
Bán nhà đẹp 3 mê Phan Bôi - Khu phố Hàn,6.5,80,4.0,4.0,"Sơn Trà, Đà Nẵng",81.25
Bán lô đất Vương Thừa Vũ sát biển giá sụp hầm,11.0,90,,,"Sơn Trà, Đà Nẵng",122.22
"Bán đất tại Hòa Khánh Bắc, Liên Chiểu. Lô đất 18. Thích hợp xây nhà ở thoáng mát",17.97,"345,6",,,"Liên Chiểu, Đà Nẵng",52.0
Bán 2 lô đất biệt thự liền kề KDC J258 Xuân Thiều Liên Chiểu. Đối diện cổng công viên nước Mikayuki,20.47,347,,,"Liên Chiểu, Đà Nẵng",59.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán nhà kiệt ô tô đỗ cửa gần đường Nguyễn Tri Phương, full nội thất, có thương lượng",0.0,74,3.0,2.0,"Hải Châu, Đà Nẵng",
"Bán nhà 3 tầng góc 2MT đường 10 Lê Quảng Chí - Hoà Xuân, Cẩm Lệ, Đà Nẵng",13.95,160,3.0,3.0,"Cẩm Lệ, Đà Nẵng",87.19
"Bán lô đất biển đường Loseby, sát biển Mỹ Khê, Đà Nẵng. Đường 10,5m, 113,8m2 giá 14 tỷ x",0.0,"113,8",,,"Sơn Trà, Đà Nẵng",
"Bán lô đất biển đường Loseby - Sát biển Phạm Văn Đồng. 113,8m2 giá 14 x tỷ",0.0,"113,8",,,"Sơn Trà, Đà Nẵng",
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Gọi Bi0902 555 ***cắt lỗ - bán nhanh lô đất mặt tiền Hoàng Minh Thảo - Đường kinh doanh - Đà Nẵng,4.35,125,,,"Liên Chiểu, Đà Nẵng",34.8
"Siêu phẩm - Chính chủ bán nhanh căn hộ 2PN 63m2 tầng 6 Hiyori, TT Đà Nẵng - Sổ đỏ có sẳn",3.67,63,2.0,2.0,"Sơn Trà, Đà Nẵng",58.24
"Bán căn hộ view biển Mỹ Khê Đà Nẵng, sở hữu lâu dài, chỉ từ 3,9 tỷ",0.0,"77,4",2.0,2.0,"Sơn Trà, Đà Nẵng",
"Căn hộ cao cấp 2PN, 63m2, Peninsula view sông Hàn, trung tâm Đà Nẵng",0.0,63,2.0,2.0,"Sơn Trà, Đà Nẵng",
"Bán đất biệt thự ven biển Nam Đà Nẵng, giá ưu đãi 24.5tr/m2. LH0842 800 ***",7.35,300,,,"Ngũ Hành Sơn, Đà Nẵng",24.5
"Chủ về Hà Nội cần bán căn hộ 2PN tầng 20 view sông Hàn, Đà Nẵng, sổ đỏ lâu dài",3.93,68,2.0,2.0,"Hải Châu, Đà Nẵng",57.81
"Siêu hiếm - cần bán lô góc 2 MT Phù Đổng và Nguyễn Văn Tấn - DT: 403,5m2 - P. Hoà Xuân - Q. Cẩm Lệ",8.9,"403,5",,,"Cẩm Lệ, Đà Nẵng",22.06
"Duy nhất - Cần bán gấp nhà 4 tầng, đối diện Lotte Mart, công viên Châu Á - Trung tâm Đà Nẵng",12.03,120,,,"Hải Châu, Đà Nẵng",100.23
Bán lô đất đẹp giá đầu tư sinh lời cao đường Hòa Phú 4,3.34,80,,,"Liên Chiểu, Đà Nẵng",41.75
Gọi Bi0902 555 ***vào Sài Gòn sống cần bán căn nhà 2 tầng mặt tiền Nguyễn Lộ Trạch - Đà Nẵng,7.5,82,,,"Hải Châu, Đà Nẵng",91.46
Gia đình cần chuyển nhượng 10 lô đất biển đường 5m5 song song đường Nguyễn Tất Thành tại Đà Nẵng,2.86,84,,,"Liên Chiểu, Đà Nẵng",34.0
Tôi chính chủ: Cần chuyển nhượng khu đất biển 2.700m2 có 3 mặt tiền lớn tại đường Nguyễn An Ninh,297.0,2.700,,,"Liên Chiểu, Đà Nẵng",110.0
Gọi Bi0902 555 ***- Định cư nước ngoài bán toà nhà mặt tiền Trần Hưng Đạo đối diện cầu Rồng - Vip,0.0,250,,,"Sơn Trà, Đà Nẵng",
"Cần bán lô đất đường Bùi Bỉnh Uyên, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng",2.79,100,,,"Ngũ Hành Sơn, Đà Nẵng",27.9
"Chính chủ bán căn hộ biển 2PN Võ Nguyên Giáp, Đà Nẵng sở hữu vĩnh viễn, bàn giao full nội thất",4.2,80,2.0,2.0,"Sơn Trà, Đà Nẵng",52.5
Dòng tiền cố định khủng 60tr/tháng - Phố Tây An Thượng - 14 căn hộ đẹp - cách biển 200m - 20 tỷ,20.0,85,,,"Ngũ Hành Sơn, Đà Nẵng",235.29
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Nhà 3 tầng mới 100% mặt tiền đường Thanh Long, Hải Châu, TP Đà Nẵng",7.65,72,4.0,4.0,"Hải Châu, Đà Nẵng",106.25
"Chính chủ bán gấp lô đôi mặt tiền Nguyễn Văn Linh, sát cầu Rồng vài bước chân vị trí vip nhất",60.0,148,3.0,3.0,"Hải Châu, Đà Nẵng",405.4
"Chính chủ cần bán gấp nhà góc 2 mặt tiền Phạm Nhữ Tăng, vị trí đẹp",7.2,60,4.0,5.0,"Thanh Khê, Đà Nẵng",120.0
"Chủ cần tiền bán gấp biệt thự Ngô Thế Vinh, trung tâm đà nẵng khu dân trí cao",18.0,218,5.0,5.0,"Hải Châu, Đà Nẵng",82.57
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán nhà mặt tiền Thanh Long, Hải Châu, giá chỉ nhỉnh 7 tỷ đồng",7.65,72,4.0,4.0,"Hải Châu, Đà Nẵng",106.25
1 số lô góc FPT cần bán - Giangvu,4.5,128,,,"Ngũ Hành Sơn, Đà Nẵng",35.16
"Bán nhà MT Dương Đình Nghệ, DT 130m2 đang cho thuê 20 tr/th, Vị trí vàng phố biển Sơn trà, giá tốt",17.0,130,2.0,2.0,"Sơn Trà, Đà Nẵng",130.77
"4 tầng 2 mặt tiền đường Thái Thị Bôi. 11 căn hộ, thu nhập 44 tr/tháng",0.0,100,11.0,11.0,"Thanh Khê, Đà Nẵng",
"Cặp đất mặt tiền đường Võ Văn Kiệt, Sơn Trà, Đà Nẵng. Bên hông kẹp kiệt",61.0,173,,,"Sơn Trà, Đà Nẵng",352.6
Tòa nhà 8 tầng mà rất nhiều việt kiều và đại gia Hà Nội khao khát được sở hữu ngay: 120m2 ngang 6m,35.0,190,8.0,8.0,"Hải Châu, Đà Nẵng",184.21
Chính chủ bán 4 lô đất 400m2 mặt đường An Dương Vương được cấp phép xây khách sạn không quá 25 tầng,32.0,400,,,"Ngũ Hành Sơn, Đà Nẵng",80.0
"Sập hầm căn hộ biển 73m2 - Võ Nguyên Giáp, pháp lý lâu dài, tặng nội thất - giá chỉ từ 4 tỷ xxx",0.0,73,2.0,2.0,"Sơn Trà, Đà Nẵng",
Sập hầm căn 2PN view biển Mỹ Khê mặt tiền đường Võ Nguyên Giáp - sổ lâu dài - Giá chỉ hơn 4 tỷx,0.0,73,2.0,2.0,"Sơn Trà, Đà Nẵng",
"Cắt lỗ căn 1PN, 2PN view biển Mỹ Khê mặt tiền đường Võ Nguyên Giáp - sổ lâu dài - chỉ từ 3tỷx",0.0,73,2.0,2.0,"Sơn Trà, Đà Nẵng",
"Cắt lỗ căn hộ 2PN trực diện biển Fusion Đà Nẵng đã có sổ vĩnh viễn, Tặng nội thất giá chỉ hơn 3.xtỷ",0.0,"62,2",2.0,1.0,"Sơn Trà, Đà Nẵng",
"Chính chủ bán gấp căn 2PN À La Carte, view biển, sẵn sổ vĩnh viễn, tặng nội thất, giá sập hầm",0.0,65,2.0,2.0,"Sơn Trà, Đà Nẵng",
Sập hầm căn 2PN view trực diện biển mặt tiền đường Võ Nguyên Giáp - sổ lâu dài - Giá chỉ hơn 3 tỷ,0.0,62,2.0,1.0,"Sơn Trà, Đà Nẵng",
Lô góc 2 mặt tiền đường Bà Huyện Thanh Quan - cách biển 50m - 100m2,13.0,"97,9",,,"Ngũ Hành Sơn, Đà Nẵng",132.79
"Đất 168m2 (7x24m) mặt tiền Thanh Vinh 12 thích hợp Xây Trọ, Kho Xưởng",0.0,168,,,"Liên Chiểu, Đà Nẵng",
